1776967844370,32.9,41,67,0.58,40.04,0
1776967844567,48.47,41,59,0.52,48.18,0
1776967844762,46.56,40,59,0.53,46.79,0
1776967844960,44.63,40,61,0.53,45.93,0
1776967845153,42.67,40,64,0.54,45.2,0
1776967845153,40.71,40,64,0.55,44.03,0
1776967845589,38.78,41,62,0.56,42.82,0
1776967845590,36.84,42,65,0.56,42.35,0
1776967845593,34.88,40,64,0.58,40.53,0
1776967846017,34.88,40,64,0.58,40.53,0
1776967846391,30.93,40,65,0.6,38.31,1
1776967848401,60,40,61,0.46,55.15,0
1776967850419,58.06,40,62,0.47,54.14,0
1776967852438,56.16,40,58,0.48,52.4,0
1776967854458,54.27,40,57,0.49,51.11,0
1776967856471,52.39,40,56,0.51,49.83,0
1776967858502,50.56,41,52,0.52,48.39,0
1776967865912,78.87,57,67,0.3,71.62,0
1776967867912,77.77,58,62,0.31,70.46,0
1776967869931,76.7,58,55,0.33,68.77,0
1776967871944,81.23,58,54,0.31,71.34,0
1776967873970,80.15,57,57,0.31,70.89,0
1776967875985,79.04,54,59,0.32,69.77,0
1776967878000,77.89,51,63,0.33,68.93,0
1776967880015,76.74,52,65,0.33,68.8,0
1776967882038,75.62,52,59,0.35,67.22,0
1776967884057,74.47,49,60,0.36,65.93,0
1776967886070,73.33,49,60,0.37,65.25,0
1776967888090,72.19,46,54,0.39,62.91,0
1776967890116,71.05,43,49,0.42,60.73,0
1776967892128,69.88,40,53,0.42,59.88,0
1776967894140,73.5,40,53,0.41,62.05,0
1776967896166,72.33,40,53,0.41,61.35,0
1776967898179,71.16,40,54,0.42,60.79,0
1776967900201,69.97,40,56,0.42,60.38,0
1776967902216,68.8,40,54,0.43,59.38,0
1776967904231,67.61,40,57,0.43,59.11,0
1776967906246,71.22,40,57,0.41,61.28,0
1776967908263,70.04,40,56,0.42,60.42,0
1776967910285,68.88,41,51,0.43,59.23,0
1776967912302,67.73,42,50,0.44,58.64,0
1776967914331,66.59,42,48,0.45,57.65,0
1776967916328,65.46,41,44,0.46,56.13,0
1776967918350,64.33,40,42,0.47,54.9,0
1776967920361,63.21,40,40,0.48,53.93,0
1776967922389,62.1,40,38,0.49,52.96,0
1776967924407,60.98,40,40,0.5,52.59,0
1776967926421,59.88,40,36,0.51,51.33,0
1776967928436,58.76,40,39,0.51,51.11,0
1776967930460,62.46,41,37,0.49,53.27,0
1776967932476,61.37,42,36,0.5,52.72,0
1776967934505,60.27,40,33,0.51,51.11,0
1776967936511,59.17,40,36,0.51,50.9,0
1776967938532,58.07,40,36,0.52,50.24,0
1776967940551,56.96,40,37,0.52,49.72,0
1776967942572,55.84,40,39,0.52,49.36,0
1776967944583,54.72,40,40,0.53,48.83,0
1776967946598,53.62,41,37,0.53,47.97,0
1776967948622,52.52,40,34,0.55,46.61,0
1776967950641,51.41,40,39,0.54,46.69,0
1776967952648,50.3,40,38,0.55,45.88,0
1776967954664,49.18,40,38,0.56,45.21,0
1776967956684,48.06,40,42,0.56,45.13,0
1776967958693,46.92,40,43,0.56,44.6,0
1776967960712,45.78,40,47,0.56,44.52,0
1776967962726,49.43,40,47,0.54,46.71,0
1776967964753,48.27,41,51,0.53,46.86,0
1776967966775,47.11,41,51,0.54,46.17,0
1776967968782,45.96,40,48,0.55,44.78,0
1776967970797,44.79,40,52,0.55,44.68,0
1776967972810,43.63,41,51,0.56,44.08,0
1776967974831,42.48,40,48,0.57,42.69,0
1776967976878,41.31,40,52,0.57,42.59,0
1776967978863,40.13,40,56,0.57,42.48,0
1776967980880,38.96,40,52,0.58,41.18,0
1776967982900,37.8,40,50,0.59,40.18,0
1776967984913,36.65,40,49,0.6,39.34,1
1776967986928,35.49,40,49,0.6,38.64,1
1776967988953,34.33,40,51,0.61,38.25,1
1776967990973,33.18,40,46,0.62,36.81,1
1776967992996,32.03,40,49,0.62,36.57,1
1776967995008,30.9,41,44,0.63,35.39,1
1776967997023,60,42,47,0.48,53.55,0
1776967999042,58.87,43,47,0.48,53.12,0
1776968001056,57.75,42,44,0.5,51.75,0
1776968003079,56.63,40,40,0.52,49.98,0
1776968005092,55.49,40,44,0.51,49.89,0
1776968007120,54.36,40,42,0.52,48.92,0
1776968009149,53.22,40,45,0.52,48.68,0
1776968011145,52.07,40,49,0.52,48.59,0
1776968013170,50.91,40,50,0.53,48.04,0
1776968015543,49.74,41,53,0.52,48.04,0
1776968017201,48.56,40,55,0.53,47.39,0
1776968019214,47.4,40,51,0.54,46.09,0
1776968021233,46.22,40,55,0.54,45.98,0
1776968023247,45.02,40,59,0.54,45.86,0
1776968025266,43.84,40,54,0.55,44.41,0
1776968027277,42.68,41,52,0.56,43.66,0
1776968029297,41.52,40,51,0.57,42.56,0
1776968031314,40.34,40,54,0.57,42.31,0
1776968033333,39.15,40,58,0.57,42.19,0
1776968035346,37.98,41,55,0.58,41.29,0
1776968037363,36.8,40,53,0.59,40.03,0
1776968039381,35.62,40,57,0.59,39.92,1
1776968041421,34.42,40,60,0.59,39.65,1
1776968043417,33.21,41,63,0.58,39.63,1
1776968045440,32.02,40,58,0.6,37.91,1
1776968047453,30.85,40,53,0.62,36.46,1
1776968049462,60,40,49,0.48,53.35,0
1776968051488,58.83,40,53,0.48,53.25,0
1776968053516,57.66,41,53,0.48,52.8,0
1776968055550,56.5,40,50,0.5,51.4,0
1776968057551,55.33,40,53,0.5,51.15,0
1776968059568,54.17,40,51,0.51,50.15,0
1776968061580,53.01,40,50,0.51,49.3,0
1776968063605,51.84,40,52,0.52,48.9,0
1776968065622,50.69,40,48,0.53,47.61,0
1776968067631,49.54,40,47,0.54,46.77,0
1776968069651,48.38,41,50,0.54,46.78,0
1776968071663,47.24,40,46,0.55,45.24,0
1776968073681,46.08,40,50,0.55,45.15,0
1776968075697,44.9,40,55,0.55,45.19,0
1776968077719,43.71,40,58,0.55,44.92,0
1776968079744,42.5,40,61,0.55,44.65,0
1776968081765,41.3,40,62,0.55,44.08,0
1776968083778,40.1,40,58,0.56,42.76,0
1776968085806,38.92,41,58,0.57,42.3,0
1776968087813,37.75,42,54,0.58,41.25,0
1776968089846,36.57,40,57,0.58,40.49,0
1776968091845,35.38,40,56,0.59,39.63,1
1776968093877,34.19,40,58,0.59,39.21,1
1776968095928,32.99,40,61,0.59,38.94,1
1776968097916,31.79,40,60,0.6,38.07,1
1776968099918,30.61,40,55,0.62,36.61,1
1776968101938,60,40,56,0.47,54.4,0
1776968103946,58.83,40,53,0.48,53.25,0
1776968105963,57.68,40,48,0.5,51.81,0
1776968108011,56.54,40,44,0.51,50.52,0
1776968110073,55.41,40,43,0.52,49.69,0
1776968112082,54.29,40,40,0.53,48.57,0
1776968114115,57.96,40,43,0.5,51.22,0
1776968116128,56.83,41,42,0.51,50.65,0
1776968118137,55.7,41,46,0.51,50.57,0
1776968120162,54.54,41,50,0.5,50.48,0
1776968122186,53.41,41,45,0.52,49.04,0
1776968124205,52.25,40,49,0.52,48.7,0
1776968126209,51.11,41,47,0.53,47.97,0
1776968128239,49.97,40,45,0.54,46.73,0
1776968130244,48.81,41,51,0.53,47.19,0
1776968132267,47.67,42,49,0.54,46.45,0
1776968134288,46.51,41,52,0.54,45.95,0
1776968136303,45.36,41,48,0.55,44.67,0
1776968138316,44.23,41,44,0.57,43.39,0
1776968140361,43.09,40,46,0.57,42.75,0
1776968142344,41.94,41,49,0.57,42.76,0
1776968144365,40.79,41,49,0.58,42.07,0
1776968146384,39.63,41,50,0.58,41.53,0
1776968148403,38.47,40,50,0.59,40.58,0
1776968150487,37.3,40,52,0.59,40.18,0
1776968152578,36.13,41,56,0.58,40.33,0
1776968154597,34.96,42,54,0.59,39.58,1
1776968156598,33.79,40,54,0.6,38.37,1
1776968158627,32.6,41,58,0.6,38.51,1
1776968160636,31.42,40,55,0.61,37.1,1
1776968162648,30.24,40,56,0.62,36.54,1
1776968164664,60,40,58,0.46,54.7,0
1776968166684,58.83,40,52,0.48,53.1,0
1776968168703,57.66,40,54,0.48,52.69,0
1776968170743,56.49,40,51,0.5,51.55,0
1776968172736,55.34,40,49,0.51,50.55,0
1776968174753,54.17,41,52,0.5,50.55,0
1776968176790,52.99,40,55,0.51,50.05,0
1776968178794,51.8,40,58,0.5,49.78,0
1776968180807,50.63,40,54,0.52,48.48,0
1776968182822,49.44,40,57,0.52,48.21,0
1776968184842,48.26,40,55,0.53,47.2,0
1776968186860,47.08,40,54,0.54,46.35,0
1776968188873,45.89,40,57,0.54,46.09,0
1776968190894,44.73,40,52,0.55,44.64,0
1776968192912,43.54,40,56,0.55,44.53,0
1776968194931,42.37,41,55,0.56,43.92,0
1776968196946,41.17,40,60,0.55,43.7,0
1776968198963,39.97,40,60,0.56,42.98,0
1776968201006,38.76,41,63,0.56,42.96,0
1776968203003,37.56,41,61,0.57,41.94,0
1776968205021,36.37,42,62,0.57,41.62,0
1776968207029,35.18,40,58,0.59,39.81,1
1776968209049,33.97,40,61,0.59,39.53,1
1776968211062,32.76,41,64,0.59,39.51,1
1776968213085,31.54,41,66,0.59,39.08,1
1776968215102,30.32,40,65,0.6,37.94,1
1776968217119,60,40,63,0.45,55.45,0
1776968219134,58.79,40,62,0.46,54.58,0
1776968221149,57.6,40,59,0.47,53.41,0
1776968223165,56.4,40,60,0.48,52.84,0
1776968225186,55.21,40,57,0.49,51.67,0
1776968227205,54.02,40,58,0.49,51.11,0
1776968229220,52.82,40,59,0.5,50.54,0
1776968231237,51.63,40,57,0.51,49.53,0
1776968233258,50.43,40,60,0.51,49.26,0
1776968235284,49.24,41,59,0.51,48.65,0
1776968237299,48.08,42,53,0.53,47.3,0
1776968239309,46.92,42,53,0.53,46.6,0
1776968241335,45.75,41,54,0.54,45.8,0
1776968243346,44.57,40,56,0.55,45.14,0
1776968245365,43.37,40,60,0.54,45.02,0
1776968247386,42.19,41,57,0.55,44.11,0
1776968249405,40.99,40,60,0.56,43.59,0
1776968251419,39.81,40,55,0.57,42.13,0
1776968254490,38.65,40,50,0.59,40.69,0
1776968254735,38.65,40,50,0.59,40.69,0
1776968255458,37.47,40,53,0.59,40.43,0
1776968257469,36.32,40,48,0.6,38.99,1
