soil,humidity,light,stress,health,alert
46.98769056102938,37.04055535380716,57.90356657479483,0.538132747983842,46.13828816128864,0
55.49033984348416,40.48961090876908,56.2963032582463,0.4884868615397793,51.861052122019714,0
37.147778149890925,39.74996173946994,70.93418431811456,0.5531428553959065,42.866284972519225,0
28.290531757440746,39.53590641410536,75.50101716571199,0.5889375876390562,38.18344823284758,1
41.46498050617479,45.008930477398955,95.33818972469933,0.46697192658753045,50.43194938175951,0
50.230255990838515,40.518700926836715,83.59782386858434,0.4600969695281286,52.807502406499935,0
32.805229920052,42.495956707759376,81.66285042412485,0.5451602794282121,42.55655469258977,0
40.67681112467225,42.55149950939028,91.6710553044521,0.4856193352395637,48.79461984781873,0
54.56349009110283,42.85763546476072,78.55913879741564,0.4414913655553725,55.23637374046422,0
34.95247585359705,42.68846124553457,78.4269398742256,0.5403183572469599,43.407641804675706,0
59.42731748236002,39.98904339079593,75.65516244360322,0.43158595752860573,57.00192570365547,0
46.714898351339414,43.45253144566567,63.20456263185836,0.5096587886425891,48.37275626699882,0
58.99586885110744,39.208353533511485,47.493513886461955,0.49240856737100447,52.32363677701162,0
30.06598622795739,41.03321667781166,32.329749522839,0.6619109197811002,33.1473583346532,1
55.94232944670231,41.15838065259412,33.79471953056903,0.5292237717475681,48.92420076075526,0
29.793056166167013,34.880470799431585,16.265917396344136,0.713861471978182,29.035839009009724,1
55.212449296350364,40.49767058602851,13.3355005158956,0.5757737407283714,45.25221230170168,0
42.6108472691698,41.8380628479182,2.2328110973970468,0.6569659529156022,36.36094573809099,1
33.87397940020359,40.765953147831134,16.786495768401068,0.6747592520186866,33.03385029234009,1
44.07275904706787,39.28845700208618,15.12645857431793,0.6315179166097662,38.53473846490996,1
57.598019431232025,40.66981172423589,15.769256927929295,0.5584619538152735,47.09165312898759,0
41.047795095606304,43.14123827273381,26.575147125194796,0.6121870154533775,39.40025869432645,1
40.150348092945734,41.923349508938145,22.18860812663481,0.6291009947551873,37.8993374519972,1
47.36344539980563,47.60829943288915,38.43983367544431,0.5434782073514158,46.08611714942231,0
47.325628132897904,40.38054749763047,51.041785857471616,0.5401466451276757,46.1467816327671,0
39.85023230690268,33.559079757825046,56.32235387255202,0.5874268914469074,40.74826240448068,0
34.493625697564,39.273604224587196,63.343073438637255,0.5830249119611439,40.016037490480784,0
57.126084831161364,40.833286567200425,78.26604174842606,0.43533763264573977,56.22387880276083,0
50.990303336708614,39.63612729089081,86.23623670293775,0.45366762803790905,53.43864933018854,0
43.24185504235443,41.57195830769663,88.82520576139333,0.4814244383423513,49.66188346654582,0
32.43415323760542,35.09951553063344,89.48098605365169,0.5535687151127692,41.65751873326936,0
24.84587079429878,36.8396860599627,88.59981575291405,0.5880519563427898,37.40741635450705,1
33.3663332759051,40.03331509091062,89.26182761515739,0.5345447331174278,43.41740288054432,0
60.00479165792551,38.005223842816356,82.88423939134134,0.42019189139924074,57.93681686416059,0
36.79691026434025,37.76938117419689,62.38051405411893,0.5779462770474704,40.877568560271214,0
50.9716451439559,41.995249794258704,61.376724961842726,0.49640257497375895,50.28830827921462,0
40.03969108563615,42.90334768588228,50.61929536557671,0.569852910783019,42.342545877688764,0
58.59350071805304,36.82637668189918,32.83114259466702,0.5308910811747032,49.28736599050667,0
45.644288972124684,36.04988493789591,29.997352353037925,0.603634195619613,40.898647470704475,0
43.74506018461962,41.83154178638355,17.106034723881788,0.6215680042699877,39.27082676594992,1
51.39373887655226,41.36356072122913,17.194703047172528,0.5845512173592062,43.75633896331452,0
46.98569986957013,38.72631771270217,17.16689946447535,0.6145587485850922,40.44803426958892,0
61.22932138998571,41.50994153878213,16.7697106348135,0.5357841471640981,49.63053481390898,0
33.012510235129284,41.89302397780314,11.686885728847193,0.6858846054332498,32.033794994855434,1
39.3105376552889,40.27802822165684,11.825842993025066,0.6589615410725349,35.429706097541306,1
56.52679165953998,34.006568772106654,29.851720705421556,0.555642893975137,46.89547529456388,0
