soil,humidity,light,stress,health,alert
47.92603548243223,52.77226245720831,54.96714153011233,0.5799799905166307,48.422429832236595,1
65.1577292720979,38.02946239171782,61.84907950058961,0.40656894391824305,56.36879540088685,0
41.56568706138541,32.84602655598691,50.25082167486967,0.6076441143243472,37.25941900086149,1
58.96580700368912,75.7138563724535,68.45398773228666,0.3600313113480979,64.73062683377248,0
45.62459375310085,37.77952065324724,74.3045022332673,0.6067262016386725,47.673855114506544,1
55.84023369884185,29.818570632928296,81.51289938179782,0.5210005238633926,64.80602449579419,1
52.57052421784956,43.612220611341115,92.3846657999541,0.38356809295041105,51.74416342110478,0
36.7911310092934,31.433372343821198,70.34062294650393,0.5723539690181376,43.67784145452198,1
45.36181436223178,48.97516117684277,71.91871390022897,0.5276822747161978,48.33831752108724,1
36.52688090816483,55.01754503076514,86.54590078853617,0.4720053319093606,45.20380579876857,0
73.07054849698955,44.57008753068058,71.11395605508415,0.45356599838263534,54.755272187557665,1
65.63737426009132,55.84238988751011,44.87116199267421,0.4260667610491022,57.601374694268344,0
42.47364434623195,55.98482541242489,41.91506397106813,0.5558515308565922,43.1671729449387,0
52.63329940932249,41.28853744266507,54.659954756909535,0.5430221836042182,48.948272810384424,1
53.91582908269834,45.06136147970953,35.46120277064578,0.5194664497596057,43.12901124122514,1
47.50908637473402,47.57926596113706,29.780625923805943,0.4476808526290268,41.8639088267427,0
49.602291868261744,45.72276251929232,0.5013987145542416,0.7861624289976767,37.8699546894843,1
49.8892977508314,54.207562064476846,19.59080572174905,0.49491090497379403,43.16879356054928,0
28.972234058115788,52.04228512560324,29.02794310936099,0.7723555711368655,29.011676211597074,1
63.10384123453069,45.10973214888165,33.25864561666722,0.4756245461463463,56.55795742032126,1
73.24901607526309,35.600960491965154,10.494868525206618,0.5180156839000635,57.05529324904678,0
88.08744074403998,41.10610850605328,38.890127902641886,0.3707108683513252,63.03555882158049,0
54.45477009849779,48.00591420415052,37.71941565616896,0.5374241453737045,47.11487840337823,1
62.71102148864958,47.09799614389765,43.20421611640049,0.3954845810368284,60.63383722391205,1
61.806269056136784,58.903146948088846,40.253183297726785,0.3952884510576984,61.71267487155232,0
52.187927786424645,28.56154731940444,50.382255678794486,0.5072071988362942,50.41563030263426,0
71.80301115735975,41.82411800114453,67.63001891877907,0.545549198486877,65.04815998078489,0
47.94092274353276,43.51041133342009,75.1685379862294,0.510233717765133,49.43268436653144,1
62.84598191485209,47.56912492956245,75.84573961178513,0.3101270308422962,63.04742937583069,0
37.86594662914458,57.689082106348515,86.11694114956872,0.4443252925446602,54.32816394492974,1
35.93262440127316,51.18042320650392,71.22330632042909,0.5375308118284188,47.36740663700539,1
64.82303915756168,47.78755389811686,97.11621719983825,0.33271397442016554,61.84021366541632,1
51.22811209079484,72.77590280008211,75.45725365416432,0.25046674150026127,64.28960360457367,1
44.97774128907899,63.72456169359455,65.81753460523693,0.4495957026095334,55.05764859265324,1
40.22599478591275,70.72732907190391,67.95571839903813,0.4749468815891662,43.61308154396643,0
24.963014613642024,35.73817106691894,54.613679136396414,0.7435958270333524,30.29639748641137,1
56.07472566441433,29.86939254797946,67.65454240281097,0.5439909176824563,60.01187459667139,1
30.80120400105305,42.15129646551997,33.633919389115235,0.7631762349542515,32.70647848890975,1
